key,truth,prediction
1898,"{'heading': '185', 'target': 'black fighter jet', 'tool': 'EMP'}","{'heading': '185', 'tool': 'emp', 'target': 'black fighter jet'}"
1899,"{'heading': '100', 'target': 'black and yellow fighter plane', 'tool': 'surface-to-air missiles'}","{'heading': '100', 'tool': 'surface - to - air missiles', 'target': 'black and yellow fighter plane'}"
1900,"{'heading': '265', 'target': 'blue, grey, and green helicopter', 'tool': 'EMP'}","{'heading': '265', 'tool': 'emp', 'target': 'blue, grey, and green helicopter'}"
1901,"{'heading': '340', 'target': 'purple and green fighter jet', 'tool': 'EMP'}","{'heading': '340', 'tool': 'emp', 'target': 'purple and green fighter jet'}"
1902,"{'heading': '295', 'target': 'orange and silver cargo aircraft', 'tool': 'interceptor jets'}","{'heading': '295', 'tool': 'interceptor jets', 'target': 'orange and silver cargo aircraft'}"
1903,"{'heading': '150', 'target': 'red, purple, and brown drone', 'tool': 'drone catcher'}","{'heading': '150', 'tool': 'drone catcher', 'target': 'red, purple, and brown drone'}"
1904,"{'heading': '110', 'target': 'black, orange, and yellow missile', 'tool': 'machine gun'}","{'heading': '110', 'tool': 'machine gun', 'target': 'black, orange, and yellow missile'}"
1905,"{'heading': '230', 'target': 'orange drone', 'tool': 'surface-to-air missiles'}","{'heading': '230', 'tool': 'surface - to - air missiles', 'target': 'orange drone'}"
1906,"{'heading': '105', 'target': 'yellow and red cargo aircraft', 'tool': 'interceptor jets'}","{'heading': '105', 'tool': 'interceptor jets', 'target': 'yellow and red cargo aircraft'}"
1907,"{'heading': '285', 'target': 'grey and orange cargo aircraft', 'tool': 'surface-to-air missiles'}","{'heading': '285', 'tool': 'surface - to - air missiles', 'target': 'grey and orange cargo aircraft'}"
1908,"{'heading': '310', 'target': 'red, white, and orange fighter plane', 'tool': 'interceptor jets'}","{'heading': '310', 'tool': 'interceptor jets', 'target': 'red, white, and orange fighter plane'}"
1909,"{'heading': '325', 'target': 'purple, white, and orange helicopter', 'tool': 'electromagnetic pulse'}","{'heading': '325', 'tool': 'electromagnetic pulse', 'target': 'purple, white, and orange helicopter'}"
1910,"{'heading': '340', 'target': 'red, blue, and white missile', 'tool': 'EMP'}","{'heading': '340', 'tool': 'emp', 'target': 'red, blue, and white missile'}"
1911,"{'heading': '155', 'target': 'white drone', 'tool': 'surface-to-air missiles'}","{'heading': '155', 'tool': 'surface - to - air missiles', 'target': 'white drone'}"
1912,"{'heading': '140', 'target': 'black, white, and red cargo aircraft', 'tool': 'electromagnetic pulse'}","{'heading': '140', 'tool': 'electromagnetic pulse', 'target': 'black, white, and red cargo aircraft'}"
1913,"{'heading': '040', 'target': 'purple missile', 'tool': 'surface-to-air missiles'}","{'heading': '040', 'tool': 'surface - to - air missiles', 'target': 'purple missile'}"
1914,"{'heading': '085', 'target': 'silver and grey helicopter', 'tool': 'anti-air artillery'}","{'heading': '085', 'tool': 'anti - air artillery', 'target': 'silver and grey helicopter'}"
1915,"{'heading': '355', 'target': 'green and white commercial aircraft', 'tool': 'electromagnetic pulse'}","{'heading': '355', 'tool': 'electromagnetic pulse', 'target': 'green and white commercial aircraft'}"
1916,"{'heading': '215', 'target': 'white, brown, and yellow light aircraft', 'tool': 'surface-to-air missiles'}","{'heading': '215', 'tool': 'surface - to - air missiles', 'target': 'white, brown, and yellow light aircraft'}"
1917,"{'heading': '020', 'target': 'brown cargo aircraft', 'tool': 'anti-air artillery'}","{'heading': '020', 'tool': 'anti - air artillery', 'target': 'brown cargo aircraft'}"
1918,"{'heading': '180', 'target': 'orange camouflage commercial aircraft', 'tool': 'EMP'}","{'heading': '180', 'tool': 'emp', 'target': 'orange camouflage commercial aircraft'}"
1919,"{'heading': '265', 'target': 'grey, orange, and green fighter jet', 'tool': 'surface-to-air missiles'}","{'heading': '265', 'tool': 'surface - to - air missiles', 'target': 'grey, orange, and green fighter jet'}"
1920,"{'heading': '280', 'target': 'silver, blue, and yellow helicopter', 'tool': 'EMP'}","{'heading': '280', 'tool': 'emp', 'target': 'silver, blue, and yellow helicopter'}"
1921,"{'heading': '160', 'target': 'red, yellow, and silver helicopter', 'tool': 'electromagnetic pulse'}","{'heading': '160', 'tool': 'electromagnetic pulse', 'target': 'red, yellow, and silver helicopter'}"
1922,"{'heading': '070', 'target': 'orange camouflage missile', 'tool': 'machine gun'}","{'heading': '070', 'tool': 'machine gun', 'target': 'orange camouflage missile'}"
1923,"{'heading': '320', 'target': 'brown, grey, and white fighter plane', 'tool': 'surface-to-air missiles'}","{'heading': '320', 'tool': 'surface - to - air missiles', 'target': 'brown, grey, and white fighter plane'}"
1924,"{'heading': '180', 'target': 'silver and white missile', 'tool': 'surface-to-air missiles'}","{'heading': '180', 'tool': 'surface - to - air missiles', 'target': 'silver and white missile'}"
1925,"{'heading': '185', 'target': 'yellow and black missile', 'tool': 'surface-to-air missiles'}","{'heading': '185', 'tool': 'surface - to - air missiles', 'target': 'yellow and black missile'}"
1926,"{'heading': '145', 'target': 'silver and red cargo aircraft', 'tool': 'interceptor jets'}","{'heading': '145', 'tool': 'interceptor jets', 'target': 'silver and red cargo aircraft'}"
1927,"{'heading': '030', 'target': 'silver, grey, and red cargo aircraft', 'tool': 'electromagnetic pulse'}","{'heading': '030', 'tool': 'electromagnetic pulse', 'target': 'silver, grey, and red cargo aircraft'}"
1928,"{'heading': '295', 'target': 'orange drone', 'tool': 'electromagnetic pulse'}","{'heading': '295', 'tool': 'electromagnetic pulse', 'target': 'orange drone'}"
1929,"{'heading': '150', 'target': 'silver fighter plane', 'tool': 'surface-to-air missiles'}","{'heading': '150', 'tool': 'surface - to - air missiles', 'target': 'silver fighter plane'}"
1930,"{'heading': '235', 'target': 'purple and red drone', 'tool': 'anti-air artillery'}","{'heading': '235', 'tool': 'anti - air artillery', 'target': 'purple and red drone'}"
1931,"{'heading': '180', 'target': 'grey fighter jet', 'tool': 'machine gun'}","{'heading': '180', 'tool': 'machine gun', 'target': 'grey fighter jet'}"
1932,"{'heading': '030', 'target': 'green, brown, and blue commercial aircraft', 'tool': 'EMP'}","{'heading': '030', 'tool': 'emp', 'target': 'green, brown, and blue commercial aircraft'}"
1933,"{'heading': '035', 'target': 'grey and yellow missile', 'tool': 'EMP'}","{'heading': '035', 'tool': 'emp', 'target': 'grey and yellow missile'}"
1934,"{'heading': '030', 'target': 'white and blue fighter jet', 'tool': 'interceptor jets'}","{'heading': '030', 'tool': 'interceptor jets', 'target': 'white and blue fighter jet'}"
1935,"{'heading': '160', 'target': 'purple and blue light aircraft', 'tool': 'electromagnetic pulse'}","{'heading': '160', 'tool': 'electromagnetic pulse', 'target': 'purple and blue light aircraft'}"
1936,"{'heading': '015', 'target': 'purple, blue, and silver helicopter', 'tool': 'EMP'}","{'heading': '015', 'tool': 'emp', 'target': 'purple, blue, and silver helicopter'}"
1937,"{'heading': '215', 'target': 'green commercial aircraft', 'tool': 'surface-to-air missiles'}","{'heading': '215', 'tool': 'surface - to - air missiles', 'target': 'green commercial aircraft'}"
1938,"{'heading': '050', 'target': 'green and yellow drone', 'tool': 'anti-air artillery'}","{'heading': '050', 'tool': 'anti - air artillery', 'target': 'green and yellow drone'}"
1939,"{'heading': '070', 'target': 'brown, black, and white cargo aircraft', 'tool': 'anti-air artillery'}","{'heading': '070', 'tool': 'anti - air artillery', 'target': 'brown, black, and white cargo aircraft'}"
1940,"{'heading': '170', 'target': 'red missile', 'tool': 'surface-to-air missiles'}","{'heading': '170', 'tool': 'surface - to - air missiles', 'target': 'red missile'}"
1941,"{'heading': '285', 'target': 'white cargo aircraft', 'tool': 'anti-air artillery'}","{'heading': '285', 'tool': 'anti - air artillery', 'target': 'white cargo aircraft'}"
1942,"{'heading': '205', 'target': 'black, purple, and white cargo aircraft', 'tool': 'electromagnetic pulse'}","{'heading': '205', 'tool': 'electromagnetic pulse', 'target': 'black, purple, and white cargo aircraft'}"
1943,"{'heading': '100', 'target': 'yellow and green light aircraft', 'tool': 'electromagnetic pulse'}","{'heading': '100', 'tool': 'electromagnetic pulse', 'target': 'yellow and green light aircraft'}"
1944,"{'heading': '250', 'target': 'red fighter jet', 'tool': 'surface-to-air missiles'}","{'heading': '250', 'tool': 'surface - to - air missiles', 'target': 'red fighter jet'}"
1945,"{'heading': '195', 'target': 'red, white, and yellow drone', 'tool': 'EMP'}","{'heading': '195', 'tool': 'emp', 'target': 'red, white, and yellow drone'}"
1946,"{'heading': '245', 'target': 'blue camouflage helicopter', 'tool': 'electromagnetic pulse'}","{'heading': '245', 'tool': 'electromagnetic pulse', 'target': 'blue camouflage helicopter'}"
1947,"{'heading': '115', 'target': 'grey, blue, and red cargo aircraft', 'tool': 'interceptor jets'}","{'heading': '115', 'tool': 'interceptor jets', 'target': 'grey, blue, and red cargo aircraft'}"
1948,"{'heading': '065', 'target': 'grey and silver missile', 'tool': 'anti-air artillery'}","{'heading': '065', 'tool': 'anti - air artillery', 'target': 'grey and silver missile'}"
1949,"{'heading': '155', 'target': 'brown drone', 'tool': 'machine gun'}","{'heading': '155', 'tool': 'machine gun', 'target': 'brown drone'}"
1950,"{'heading': '135', 'target': 'red commercial aircraft', 'tool': 'electromagnetic pulse'}","{'heading': '135', 'tool': 'electromagnetic pulse', 'target': 'red commercial aircraft'}"
1951,"{'heading': '105', 'target': 'silver, purple, and blue commercial aircraft', 'tool': 'EMP'}","{'heading': '105', 'tool': 'emp', 'target': 'silver, purple, and blue commercial aircraft'}"
1952,"{'heading': '055', 'target': 'yellow light aircraft', 'tool': 'machine gun'}","{'heading': '055', 'tool': 'machine gun', 'target': 'yellow light aircraft'}"
1953,"{'heading': '205', 'target': 'white camouflage commercial aircraft', 'tool': 'anti-air artillery'}","{'heading': '205', 'tool': 'anti - air artillery', 'target': 'white camouflage commercial aircraft'}"
1954,"{'heading': '335', 'target': 'silver, red, and orange fighter jet', 'tool': 'EMP'}","{'heading': '335', 'tool': 'emp', 'target': 'silver, red, and orange fighter jet'}"
1955,"{'heading': '290', 'target': 'grey and orange missile', 'tool': 'surface-to-air missiles'}","{'heading': '290', 'tool': 'surface - to - air missiles', 'target': 'grey and orange missile'}"
1956,"{'heading': '035', 'target': 'white light aircraft', 'tool': 'anti-air artillery'}","{'heading': '035', 'tool': 'anti - air artillery', 'target': 'white light aircraft'}"
1957,"{'heading': '215', 'target': 'red and grey cargo aircraft', 'tool': 'electromagnetic pulse'}","{'heading': '215', 'tool': 'electromagnetic pulse', 'target': 'red and grey cargo aircraft'}"
1958,"{'heading': '300', 'target': 'yellow commercial aircraft', 'tool': 'surface-to-air missiles'}","{'heading': '300', 'tool': 'surface - to - air missiles', 'target': 'yellow commercial aircraft'}"
1959,"{'heading': '280', 'target': 'brown and green light aircraft', 'tool': 'anti-air artillery'}","{'heading': '280', 'tool': 'anti - air artillery', 'target': 'brown and green light aircraft'}"
1960,"{'heading': '165', 'target': 'yellow and silver cargo aircraft', 'tool': 'electromagnetic pulse'}","{'heading': '165', 'tool': 'electromagnetic pulse', 'target': 'yellow and silver cargo aircraft'}"
1961,"{'heading': '060', 'target': 'yellow and grey cargo aircraft', 'tool': 'EMP'}","{'heading': '060', 'tool': 'emp', 'target': 'yellow and grey cargo aircraft'}"
1962,"{'heading': '240', 'target': 'white and green camouflage helicopter', 'tool': 'electromagnetic pulse'}","{'heading': '240', 'tool': 'electromagnetic pulse', 'target': 'white and green camouflage helicopter'}"
1963,"{'heading': '025', 'target': 'black, silver, and yellow cargo aircraft', 'tool': 'electromagnetic pulse'}","{'heading': '025', 'tool': 'electromagnetic pulse', 'target': 'black, silver, and yellow cargo aircraft'}"
1964,"{'heading': '130', 'target': 'purple missile', 'tool': 'machine gun'}","{'heading': '130', 'tool': 'machine gun', 'target': 'purple missile'}"
1965,"{'heading': '110', 'target': 'green and red helicopter', 'tool': 'EMP'}","{'heading': '110', 'tool': 'emp', 'target': 'green and red helicopter'}"
1966,"{'heading': '130', 'target': 'purple cargo aircraft', 'tool': 'interceptor jets'}","{'heading': '130', 'tool': 'interceptor jets', 'target': 'purple cargo aircraft'}"
1967,"{'heading': '145', 'target': 'yellow, green, and grey fighter plane', 'tool': 'anti-air artillery'}","{'heading': '145', 'tool': 'anti - air artillery', 'target': 'yellow, green, and grey fighter plane'}"
1968,"{'heading': '280', 'target': 'red fighter jet', 'tool': 'interceptor jets'}","{'heading': '280', 'tool': 'interceptor jets', 'target': 'red fighter jet'}"
1969,"{'heading': '195', 'target': 'yellow and purple fighter plane', 'tool': 'interceptor jets'}","{'heading': '195', 'tool': 'interceptor jets', 'target': 'yellow and purple fighter plane'}"
1970,"{'heading': '035', 'target': 'purple and red commercial aircraft', 'tool': 'electromagnetic pulse'}","{'heading': '035', 'tool': 'electromagnetic pulse', 'target': 'purple and red commercial aircraft'}"
1971,"{'heading': '355', 'target': 'purple, yellow, and silver commercial aircraft', 'tool': 'anti-air artillery'}","{'heading': '355', 'tool': 'anti - air artillery', 'target': 'purple, yellow, and silver commercial aircraft'}"
1972,"{'heading': '205', 'target': 'purple and blue commercial aircraft', 'tool': 'anti-air artillery'}","{'heading': '205', 'tool': 'anti - air artillery', 'target': 'purple and blue commercial aircraft'}"
1973,"{'heading': '220', 'target': 'green helicopter', 'tool': 'surface-to-air missiles'}","{'heading': '220', 'tool': 'surface - to - air missiles', 'target': 'green helicopter'}"
1974,"{'heading': '300', 'target': 'orange fighter plane', 'tool': 'anti-air artillery'}","{'heading': '300', 'tool': 'anti - air artillery', 'target': 'orange fighter plane'}"
1975,"{'heading': '100', 'target': 'orange fighter plane', 'tool': 'electromagnetic pulse'}","{'heading': '100', 'tool': 'electromagnetic pulse', 'target': 'orange fighter plane'}"
1976,"{'heading': '105', 'target': 'yellow commercial aircraft', 'tool': 'electromagnetic pulse'}","{'heading': '105', 'tool': 'electromagnetic pulse', 'target': 'yellow commercial aircraft'}"
1977,"{'heading': '225', 'target': 'black, purple, and red fighter jet', 'tool': 'electromagnetic pulse'}","{'heading': '225', 'tool': 'electromagnetic pulse', 'target': 'black, purple, and red fighter jet'}"
1978,"{'heading': '280', 'target': 'silver, green, and yellow missile', 'tool': 'EMP'}","{'heading': '280', 'tool': 'emp', 'target': 'silver, green, and yellow missile'}"
1979,"{'heading': '250', 'target': 'blue and red missile', 'tool': 'anti-air artillery'}","{'heading': '250', 'tool': 'anti - air artillery', 'target': 'blue and red missile'}"
