key,transcript,prediction
1764,"Turret Papa, intercept brown and purple commercial aircraft at heading zero four zero with interceptor jets. Prepare for engagement."," Tarek Papa, intercept ground and bubble commercial aircraft and heading 040 with interceptages. Prepare for engagement."
1765,"Control tower to turrets, target silver and white cargo aircraft at heading one five five, deploy electromagnetic pulse.", Control tower to target silver and white cargo aircraft at heading 1.55. Deploy Electro Magnetic Fund.
1766,"Deploy anti-air artillery, heading zero four zero, engage black and red light aircraft."," If you are not here, please hit 0.0400 in the Black and Red Light Air Lab."
1767,"Control tower to air defense turrets, deploy machine gun, heading one three five, target green, blue, and grey fighter jet. Engage and neutralize the threat."," Control tower to air descents to the floor machine gun, setting 1 3 5 target green, blue and grey fighter jets. In case, I neutralize the threat."
1768,Initiate EMP deployment on heading three five five to neutralize target blue cargo aircraft., Initiating MPD appointment on heading 355 to neutralize targets through cargo aircraft.
1769,"Control tower to air defense turrets, deploy anti-air artillery to intercept white and blue cargo aircraft heading one two zero. Take action immediately.", to add the 10 stars. Deploy and the air artillery to intercept white and blue cargo aircraft heading 120. Payback's sentimentity.
1770,"Turret Alpha, lock onto the blue and red drone at heading zero zero five. Deploy surface-to-air missiles. Turret Bravo, stand by."," Tarek Alpha, block onto the blue and red drone at heading 0-0-5. Deploy surface to M-siles. Tarek Bravo, scan-py."
1771,"Control tower to air defense turrets, deploy electromagnetic pulse on target green, black, and yellow fighter plane heading zero six zero."," Control cover to air depends turret. Deploy electromagnetic pulse on target, green, black and yellow fighter plane heading zero to six in the hero."
1772,"Control to air defense turrets, we have a brown missile approaching. Deploy anti-air artillery and aim at heading one three zero. Engage the target immediately. Over."," control to air defense turrets, we have a brown missile approaching. If you are only anti-air artillery and team are heading 130, engage the target immediately. Move us."
1773,"Air defense turret, deploy EMP on blue camouflage drone at heading one eight zero."," A different turret, deploy EMP on blue camouflage drone at heading 180."
1774,"Control here. Prepare to engage target, a silver, white, and purple fighter plane, at a heading of zero one zero using anti-air artillery. Stand by for authorization to fire."," Control here prepare to engage target a silver, white and purple fighter plane at the heading of 010 using anti air artillery standby for authorization to fire"
1775,"Turrets Alpha and Bravo, deploy machine gun on heading zero one five. Engage purple and black helicopter."," Tarets, Alpha and Bravo. Deploy machine gun on heading 015. Engage purple and black helicopter."
1776,"Control Tower to Air Defense Turrets, intercept target at heading zero four zero. Deploy surface-to-air missiles against white missile."," Control tower to air defense turrets, intercept target, heading 04, 0. Deploy surface to air missiles against lightning."
1777,"Control tower to air defense turrets, target three five zero, orange, purple, and red drone, deploy surface-to-air missiles.", Control tower to air defense turret. Target 3.50. 1 inch purple and red screw.
1778,"Control to all turrets, be advised, we have a target identified as a silver, red, and green drone at heading one two five. Authorization granted to deploy anti-air artillery immediately. Lock on target and prepare to engage. Over."," To control to all targets B-advised, we have a target identified as a silver, red and green grown at heading 1-2-5. Authorization granted to deploy and the irritillary immediately, lock on target and prepare to engage over."
1779,"Control tower to air defense turrets, target is a blue and yellow light aircraft. Deploy anti-air artillery. Heading one five five. Engage and neutralize the threat.", Control Tower to air the sun starts target is a blue and yellow light aircraft. The blue anti air artillery heading one-five-five. Engage and neutralize the threat.
1780,"Surface-to-air missiles, prepare to engage target at heading one zero zero. Orange and black commercial aircraft identified as hostile. Fire at will."," I'll send it to him. He's prepared to engage targets and heavy. One, zero, zero. Glory to the black commercial aircraft like that, the fine medical aircraft. Fire at me."
1781,"Control to air defense turrets, deploy anti-air artillery to engage the brown drone at heading zero eight zero. Repeat, deploy anti-air artillery to engage the brown drone at heading zero eight zero. Over.", Control to air defense current deploy anti air artillery to engage the brown drone at heading 080. Repeat deploy anti air artillery to engage the brown drone at heading 080. Over.
1782,"Control tower to turrets, deploy electromagnetic pulse on blue, black, and brown missile at heading zero three zero."," The crew tower to turret at deploy is that chromatinatic pulse from a blue, black, and brown shadow and heading to your own 3-0."
1783,Fire anti-air artillery at the black drone heading zero four five., Fire and Fire are delivering a black drone heading 045.
1784,Deploy interceptor jets to intercept a yellow and grey commercial aircraft heading zero one zero., Deploying receptor jets to intercept the yellow and gray commercial aircraft heading 0-1-0.
1785,Deploy electromagnetic pulse to heading zero three zero to eliminate the blue and orange light aircraft. Target locked. Ready to initiate strike., Deploy electromagnetic pulse to heading 0-3-0 to eliminate the blue and orange light aircraft. Target lock. Ready to initiate strike.
1786,"Turret Foxtrot, heading one one five, deploy EMP on red and silver cargo aircraft."," Go to the Fox-Shot, setting 11 files, deploy ENB on Z and Sizzle Cargo aircraft."
1787,"Control commands turret to align azimuth three six zero, prep anti-air artillery and intercept orange camouflage helicopter. Target locked. Stand by for clearance to engage."," Control Command, start it to align as well. 360, 0, prep and the air artillery and intercept orange camouflage helicopter. Target locked. Standby for clearance to engage."
1788,"Deploy EMP at heading zero niner five, target the white, red, and orange drone."," Deploy E&B at heading 095, target the white, red and orange drone."
1789,"Control to all turrets, prepare to deploy EMP on heading two one zero. Target is red cargo aircraft. Execute immediately. Over.", The crew to all turret are prepared to deploy the MP on head to one arrow. Target and Redpuddle aircraft and execute immediately.
1790,Control here. Deploy anti-air artillery to heading one one five. Engage the blue camouflage cargo aircraft. Over.," Control here, deploy anti air artillery to heading 115. Engage the blue camouflage cargo aircraft over."
